seq,expr,frame,gt_track_id,matched_tracker_id,best_iou,gt_match,detector_hit,tracker_assoc,aligner_gmc_score,ikun_logit,fusion_gate,pred_match,ikun_frame_in_cache,failure_class
0011,pedestrian-who-are-walking,22,53,2.0,0.8594006553645396,1,1,stable,0.5328424634085283,-0.5748088359832764,0.07474938108439907,1,1,TP
0011,pedestrian-who-are-walking,22,117,,0.0,1,1,lost,,,,0,1,FN_tracker
0011,pedestrian-who-are-walking,23,53,2.0,0.7867312759624435,1,1,stable,0.5156903470944928,-0.5748088359832764,0.05931247640176715,1,1,TP
0011,pedestrian-who-are-walking,23,117,,0.0,1,1,lost,,,,0,1,FN_tracker
0011,pedestrian-who-are-walking,24,53,2.0,0.6805302020688555,1,1,stable,0.509370062237224,-0.5748088359832764,0.053624220030225295,1,1,TP
0011,pedestrian-who-are-walking,24,117,,0.0,1,1,lost,,,,0,1,FN_tracker
0011,pedestrian-who-are-walking,25,53,2.0,0.7649399849345035,1,1,stable,0.5459518512995487,-0.597893238067627,0.0634634281019669,1,1,TP
0011,pedestrian-who-are-walking,25,117,,0.0,1,1,lost,,,,0,1,FN_tracker
0011,pedestrian-who-are-walking,26,53,2.0,0.7419353827191855,1,1,stable,0.6036797810144094,-0.597893238067627,0.1154185648453416,1,1,TP
0011,pedestrian-who-are-walking,26,117,,0.0,1,1,lost,,,,0,1,FN_tracker
0011,pedestrian-who-are-walking,27,53,2.0,0.7876718322348981,1,1,stable,0.6866279154149811,-0.597893238067627,0.19007188580585607,1,1,TP
0011,pedestrian-who-are-walking,27,117,,0.0,1,1,lost,,,,0,1,FN_tracker
0011,pedestrian-who-are-walking,28,53,2.0,0.7600463947188668,1,1,stable,0.7641059702115132,-0.597893238067627,0.259802135122735,1,1,TP
0011,pedestrian-who-are-walking,28,117,,0.0,1,1,lost,,,,0,1,FN_tracker
0011,pedestrian-who-are-walking,29,53,2.0,0.6908836879822529,1,1,stable,0.8338817444727942,-0.6196002960205078,0.300893274005007,1,1,TP
0011,pedestrian-who-are-walking,29,117,,0.0,1,1,lost,,,,0,1,FN_tracker
0011,pedestrian-who-are-walking,30,53,2.0,0.7590064576150494,1,1,stable,0.882181578116782,-0.6196002960205078,0.34436312428459603,1,1,TP
0011,pedestrian-who-are-walking,30,117,,0.0,1,1,lost,,,,0,1,FN_tracker
0011,pedestrian-who-are-walking,31,53,2.0,0.767374618274576,1,1,stable,0.9141379673702523,-0.6196002960205078,0.37312387461271934,1,1,TP
0011,pedestrian-who-are-walking,31,117,,0.0,1,1,lost,,,,0,1,FN_tracker
0011,pedestrian-who-are-walking,32,53,2.0,0.8728973887127981,1,1,stable,0.9333771037711505,-0.6196002960205078,0.39043909737352767,1,1,TP
0011,pedestrian-who-are-walking,32,117,,0.0,1,1,lost,,,,0,1,FN_tracker
0011,pedestrian-who-are-walking,33,53,2.0,0.7202948018179927,1,1,stable,0.9457004766257884,-0.632407546043396,0.3887228829198136,1,1,TP
0011,pedestrian-who-are-walking,33,117,,0.0,1,1,lost,,,,0,1,FN_tracker
0011,pedestrian-who-are-walking,34,53,2.0,0.6944505674044767,1,1,stable,0.9547006070966888,-0.632407546043396,0.39682300034362394,1,1,TP
0011,pedestrian-who-are-walking,34,117,,0.0,1,1,lost,,,,0,1,FN_tracker
0011,pedestrian-who-are-walking,35,53,2.0,0.7670689379090203,1,1,stable,0.9620967257234674,-0.632407546043396,0.40347950710772473,1,1,TP
0011,pedestrian-who-are-walking,35,117,,0.0,1,1,lost,,,,0,1,FN_tracker
0011,pedestrian-who-are-walking,36,53,2.0,0.7815041657682655,1,1,stable,0.9674059836991561,-0.632407546043396,0.4082578392858446,1,1,TP
0011,pedestrian-who-are-walking,36,117,,0.0,1,1,lost,,,,0,1,FN_tracker
0011,pedestrian-who-are-walking,37,53,2.0,0.8097986125615415,1,1,stable,0.9710794382648428,-0.6321940422058105,0.411777452232548,1,1,TP
0011,pedestrian-who-are-walking,37,117,,0.0,1,1,lost,,,,0,1,FN_tracker
0011,pedestrian-who-are-walking,38,53,2.0,0.7051157330581194,1,1,stable,0.9734239157054878,-0.6321940422058105,0.4138874819291285,1,1,TP
0011,pedestrian-who-are-walking,38,117,,0.0,1,1,lost,,,,0,1,FN_tracker
0011,pedestrian-who-are-walking,39,53,2.0,0.8071093100068045,1,1,stable,0.9748720154770647,-0.6321940422058105,0.4151907717235478,1,1,TP
0011,pedestrian-who-are-walking,39,117,,0.0,1,1,lost,,,,0,1,FN_tracker
0011,pedestrian-who-are-walking,40,53,2.0,0.8681276643437714,1,1,stable,0.9748331390865238,-0.6321940422058105,0.4151557829720609,1,1,TP
0011,pedestrian-who-are-walking,40,117,,0.0,1,1,lost,,,,0,1,FN_tracker
0011,pedestrian-who-are-walking,41,53,2.0,0.8049445215309576,1,1,stable,0.9750901986984963,-0.5856987237930298,0.461882455035617,1,1,TP
0011,pedestrian-who-are-walking,41,117,,0.0,1,1,lost,,,,0,1,FN_tracker
0011,pedestrian-who-are-walking,42,53,2.0,0.8376060808915733,1,1,stable,0.9749540087427397,-0.5856987237930298,0.461759884075436,1,1,TP
0011,pedestrian-who-are-walking,42,117,,0.0,1,1,lost,,,,0,1,FN_tracker
0011,pedestrian-who-are-walking,43,53,2.0,0.7941451149529356,1,0,stable,0.975104069521767,-0.5856987237930298,0.4618949387765605,1,1,FN_detector
0011,pedestrian-who-are-walking,43,117,8.0,0.7086568617819612,1,0,stable,,,,0,1,FN_detector
0011,pedestrian-who-are-walking,44,53,2.0,0.7840575220497222,1,1,stable,0.9752626036469592,-0.5856987237930298,0.4620376194892335,1,1,TP
0011,pedestrian-who-are-walking,44,117,8.0,0.5496989102502469,1,1,stable,,,,0,1,FN_aligner
0011,pedestrian-who-are-walking,45,53,2.0,0.8043795445031857,1,1,stable,0.9764550456323894,-0.6090375185012817,0.43977202256786874,1,1,TP
0011,pedestrian-who-are-walking,45,117,8.0,0.6676514787887129,1,1,stable,,,,0,1,FN_aligner
0011,pedestrian-who-are-walking,46,53,2.0,0.7964516015362266,1,1,stable,0.9764312263356452,-0.6090375185012817,0.439750585200799,1,1,TP
0011,pedestrian-who-are-walking,46,117,,0.31997629221844365,1,1,lost,,,,0,1,FN_tracker
0011,pedestrian-who-are-walking,47,53,2.0,0.7290073212323983,1,1,stable,0.9785515639797928,-0.6090375185012817,0.44165888908053186,1,1,TP
0011,pedestrian-who-are-walking,47,117,2.0,0.6324131610833049,1,1,stable,0.9785515639797928,-0.6090375185012817,0.44165888908053186,1,1,TP
0011,pedestrian-who-are-walking,48,53,2.0,0.7177824021797417,1,1,stable,0.9780895984425618,-0.6090375185012817,0.44124312009702393,1,1,TP
0011,pedestrian-who-are-walking,48,117,,0.0218963763381981,1,1,lost,,,,0,1,FN_tracker
0011,pedestrian-who-are-walking,49,53,2.0,0.7601108810566383,1,1,stable,0.9780219146240777,-0.610196590423584,0.440023132738086,1,1,TP
0011,pedestrian-who-are-walking,49,117,,0.2813359986944912,1,1,lost,,,,0,1,FN_tracker
0011,pedestrian-who-are-walking,50,53,2.0,0.5080439518360678,1,1,stable,0.9777957512702667,-0.610196590423584,0.4398195857196562,1,1,TP
0011,pedestrian-who-are-walking,50,117,,0.18795944411281523,1,1,lost,,,,0,1,FN_tracker
0011,pedestrian-who-are-walking,51,53,2.0,0.7843314588973508,1,1,stable,0.9775232655196897,-0.610196590423584,0.4395743485441368,1,1,TP
0011,pedestrian-who-are-walking,51,117,,0.10399996963995776,1,1,lost,,,,0,1,FN_tracker
0011,pedestrian-who-are-walking,52,53,2.0,0.7784868158543109,1,0,stable,0.9773495419969719,-0.610196590423584,0.4394179973736908,1,1,FN_detector
0011,pedestrian-who-are-walking,52,117,,0.022325023507686018,1,0,lost,,,,0,1,FN_detector
0011,pedestrian-who-are-walking,53,53,2.0,0.7689649415758962,1,1,stable,0.9771175763741637,-0.5735254287719727,0.4758803899647748,1,1,TP
0011,pedestrian-who-are-walking,53,117,,0.0,1,1,lost,,,,0,1,FN_tracker
0011,pedestrian-who-are-walking,54,53,,0.0,1,1,lost,,,,0,1,FN_tracker
0011,pedestrian-who-are-walking,54,117,,0.0,1,1,lost,,,,0,1,FN_tracker
0011,pedestrian-who-are-walking,55,117,,0.0,1,1,lost,,,,0,1,FN_tracker
0011,pedestrian-who-are-walking,56,117,,0.0,1,0,lost,,,,0,1,FN_detector
